worker_id,completion_code
5f7348befe835c03850492ff,29FF9E09
56ce42d9465e580006846f57,29FF9E09
5d91b008f9f7440016406572,29FF9E09
5d56742f6e2ec30001cdf081,29FF9E09
5c2fcd716ea6880001dc8e3d,29FF9E09
5ed4c3d73ac88100098198f1,29FF9E09
5eaf1a2c649fd108284c2b5f,29FF9E09
5fa9b5211233e720a8bf6426,29FF9E09
5fad4bbb57e5f001af893c8b,29FF9E09
5f96215945124f17374e5cb2,29FF9E09
5f6310b296ef9525ba60a416,29FF9E09
5cc645136beb0100161eed52,29FF9E09
5f6dbceffa9ab9240869641c,29FF9E09
5ede88650fc669109d447993,29FF9E09
5f5d5e6655ee7f5bbf029260,29FF9E09
5b97a746aa172900019310b0,29FF9E09
5eab1e2cc8c0ac0d8262feaf,29FF9E09
5bcf365f937b3c00014396f6,29FF9E09
5f966d8921aa2d5482db1325,29FF9E09
595e8df7ccf0620001537dbb,29FF9E09
5c766bccf1bfcf001554f0c0,29FF9E09
5d7978a501a3bf00172a9053,29FF9E09
5cf17b927c3db00019d46169,29FF9E09
5f4b9740fdda0b04d86a533c,29FF9E09
59e09b1f24d7bf00012f0ca8,29FF9E09
5f806747ce193e06c30e6b2e,29FF9E09
5d833b0e6642ee0001bfa9cb,29FF9E09
5dfe2d266552efac7758576e,29FF9E09
5f68b388639cf2015e259207,29FF9E09
5dfeb647c0b81fb457299d05,29FF9E09
5b5341ddd8348500012ca10d,29FF9E09
5f46b227eb8fa3064a301c6e,29FF9E09
5b9d73ec6b0f63000148db87,29FF9E09
5f0c40741fa6930438c1f19c,29FF9E09
5a9d6bc3b5e2110001c6de60,29FF9E09
5eedec89a08bcd222d7c447c,29FF9E09
5f808f066890190db46e5e82,29FF9E09
5f6dbceffa9ab9240869641c,29FF9E09
5cb9a316531e2200010b7d42,29FF9E09
6BFM-CBN0,29FF9E09
59280d6e0db72d0001af431c,29FF9E09
5fadb3d6ca80c119cc2c7340,29FF9E09
594ef8ef6d3780000120d4d9,29FF9E09
5d1bf643f18c6c00187def44,29FF9E09
5d38770827fd1a0001f71f81,29FF9E09
5be057a1c2b36c000141f77a,29FF9E09
5a4e26a8f4c9dc0001b7a1b5,29FF9E09
